file	type	old_href	new_href	resolved_old_slug
extensions-api/extensions/high-level-analyzer-extensions.md	markdown	../publish-an-extension.md	./publish-an-extension.md	product/user-guide/extensions-apis-and-sdks/publish-an-extension
extensions-api/extensions/high-level-analyzer-extensions.md	content-ref	../../../using-logic/data-table-and-terminal.md	../../logic-software/viewing-and-analyzing-data/data-table-and-terminal.md	product/using-logic/data-table-and-terminal
extensions-api/extensions/high-level-analyzer-extensions.md	content-ref	../../../using-logic/time-bar-settings.md	../../logic-software/viewing-and-analyzing-data/time-bar-settings.md	product/using-logic/time-bar-settings
extensions-api/extensions/high-level-analyzer-extensions.md	content-ref	../../../using-logic/measurements-timing-markers.md	../../logic-software/viewing-and-analyzing-data/measurements-timing-markers.md	product/using-logic/measurements-timing-markers
extensions-api/extensions/measurement-extensions.md	markdown	analog-measurement-extensions.md	./analog-measurement-extensions.md	product/user-guide/extensions-apis-and-sdks/extensions/analog-measurement-extensions
extensions-api/extensions/measurement-extensions.md	markdown	digital-measurement-extensions.md	./digital-measurement-extensions.md	product/user-guide/extensions-apis-and-sdks/extensions/digital-measurement-extensions
extensions-api/extensions/measurement-extensions.md	markdown	../extensions-quickstart.md	./extensions-quickstart.md	product/user-guide/extensions-apis-and-sdks/extensions-quickstart
extensions-api/extensions/measurement-extensions.md	markdown	../extension-file-format.md	./extension-file-format.md	product/user-guide/extensions-apis-and-sdks/extension-file-format
extensions-api/extensions/measurement-extensions.md	markdown	../api-documentation.md	./api-documentation.md	product/user-guide/extensions-apis-and-sdks/api-documentation
extensions-api/extensions/measurement-extensions.md	markdown	../publish-an-extension.md	./publish-an-extension.md	product/user-guide/extensions-apis-and-sdks/publish-an-extension
extensions-api/extensions/measurement-extensions.md	markdown	../publish-an-extension.md	./publish-an-extension.md	product/user-guide/extensions-apis-and-sdks/publish-an-extension
extensions-api/extensions/measurement-extensions.md	content-ref	../publish-an-extension.md	./publish-an-extension.md	product/user-guide/extensions-apis-and-sdks/publish-an-extension
extensions-api/extensions/publish-an-extension.md	markdown	extensions-quickstart.md	./extensions-quickstart.md	product/user-guide/extensions-apis-and-sdks/extensions/extensions-quickstart
extensions-api/extensions/publish-an-extension.md	content-ref	extensions-quickstart.md	./extensions-quickstart.md	product/user-guide/extensions-apis-and-sdks/extensions/extensions-quickstart
extensions-api/protocol-analyzer-sdk/can-custom-analyzers-process-analog-channels.md	markdown	../../../product/user-guide/extensions-apis-and-sdks/saleae-api-and-sdk/automation.md	../automation-api/automation.md	product/user-guide/extensions-apis-and-sdks/saleae-api-and-sdk/automation
extensions-api/protocol-analyzer-sdk/can-custom-analyzers-process-analog-channels.md	content-ref	../../../product/user-guide/extensions-apis-and-sdks/saleae-api-and-sdk/automation.md	../automation-api/automation.md	product/user-guide/extensions-apis-and-sdks/saleae-api-and-sdk/automation
extensions-api/protocol-analyzer-sdk/how-to-view-and-debug-firmware-variables-state-and-function-calls.md	markdown	automate-long-captures.md	../../logic-software/capturing-data/automate-long-captures.md	getting-help/troubleshooting/technical-faq/automate-long-captures
extensions-api/protocol-analyzer-sdk/how-to-view-and-debug-firmware-variables-state-and-function-calls.md	content-ref	automate-long-captures.md	../../logic-software/capturing-data/automate-long-captures.md	getting-help/troubleshooting/technical-faq/automate-long-captures
extensions-api/protocol-analyzer-sdk/osx-analyzer-sdk-xcode-setup.md	markdown	setting-up-developer-directory.md	./setting-up-developer-directory.md	getting-help/troubleshooting/technical-faq/setting-up-developer-directory
extensions-api/protocol-analyzer-sdk/osx-analyzer-sdk-xcode-setup.md	content-ref	setting-up-developer-directory.md	./setting-up-developer-directory.md	getting-help/troubleshooting/technical-faq/setting-up-developer-directory
extensions-api/protocol-analyzer-sdk/protocol-analyzer-sdk.md	markdown	../../../../../getting-help/troubleshooting/technical-faq/setting-up-developer-directory.md	./setting-up-developer-directory.md	../getting-help/troubleshooting/technical-faq/setting-up-developer-directory
extensions-api/protocol-analyzer-sdk/protocol-analyzer-sdk.md	markdown	../../../../../getting-help/troubleshooting/technical-faq/setting-up-developer-directory.md	./setting-up-developer-directory.md	../getting-help/troubleshooting/technical-faq/setting-up-developer-directory
extensions-api/protocol-analyzer-sdk/protocol-analyzer-sdk.md	markdown	../../../../../getting-help/community/community-shared-protocols.md	../../community-contact/community-shared-protocols.md	../getting-help/community/community-shared-protocols
extensions-api/protocol-analyzer-sdk/protocol-analyzer-sdk.md	content-ref	../../../../../getting-help/troubleshooting/technical-faq/setting-up-developer-directory.md	./setting-up-developer-directory.md	../getting-help/troubleshooting/technical-faq/setting-up-developer-directory
extensions-api/protocol-analyzer-sdk/protocol-analyzer-sdk.md	content-ref	../../../../../getting-help/community/community-shared-protocols.md	../../community-contact/community-shared-protocols.md	../getting-help/community/community-shared-protocols
extensions-api/protocol-analyzer-sdk/setting-up-developer-directory.md	markdown	../failed-to-load-lla.md	../../troubleshooting/software-crashes-and-errors/failed-to-load-lla.md	getting-help/troubleshooting/failed-to-load-lla
extensions-api/protocol-analyzer-sdk/setting-up-developer-directory.md	content-ref	../failed-to-load-lla.md	../../troubleshooting/software-crashes-and-errors/failed-to-load-lla.md	getting-help/troubleshooting/failed-to-load-lla
extensions-api/protocol-analyzer-sdk/sharing-custom-analyzer-code.md	markdown	../../../../../getting-help/community/community-shared-protocols.md	../../community-contact/community-shared-protocols.md	getting-help/community/community-shared-protocols
extensions-api/protocol-analyzer-sdk/sharing-custom-analyzer-code.md	content-ref	../../../../../getting-help/community/community-shared-protocols.md	../../community-contact/community-shared-protocols.md	getting-help/community/community-shared-protocols
getting-started/identify-each-saleae-device.md	markdown	../../../ordering/ordering-and-shipping/faq/saleae-part-numbers.md	../specifications-hardware/datasheets-and-compliance/saleae-part-numbers.md	ordering/ordering-and-shipping/faq/saleae-part-numbers
getting-started/identify-each-saleae-device.md	content-ref	../../../ordering/ordering-and-shipping/faq/saleae-part-numbers.md	../specifications-hardware/datasheets-and-compliance/saleae-part-numbers.md	ordering/ordering-and-shipping/faq/saleae-part-numbers
getting-started/what-accessories-if-any-should-i-purchase-with-my-device.md	markdown	what-is-included.md	./what-is-included.md	ordering/ordering-and-shipping/faq/what-is-included
getting-started/what-accessories-if-any-should-i-purchase-with-my-device.md	content-ref	what-is-included.md	./what-is-included.md	ordering/ordering-and-shipping/faq/what-is-included
getting-started/what-is-included.md	markdown	what-accessories-if-any-should-i-purchase-with-my-device.md	./what-accessories-if-any-should-i-purchase-with-my-device.md	ordering/ordering-and-shipping/faq/what-accessories-if-any-should-i-purchase-with-my-device
getting-started/what-is-included.md	content-ref	what-accessories-if-any-should-i-purchase-with-my-device.md	./what-accessories-if-any-should-i-purchase-with-my-device.md	ordering/ordering-and-shipping/faq/what-accessories-if-any-should-i-purchase-with-my-device
logic-software/capturing-data/automate-long-captures.md	markdown	../../../product/user-guide/using-logic/saving-loading-and-exporting-data.md	../saving-and-exporting-data/saving-loading-and-exporting-data.md	product/user-guide/using-logic/saving-loading-and-exporting-data
logic-software/capturing-data/automate-long-captures.md	markdown	../sharing-your-machine-id.md	../../troubleshooting/diagnostic-tools/sharing-your-machine-id.md	getting-help/troubleshooting/sharing-your-machine-id
logic-software/capturing-data/automate-long-captures.md	content-ref	../../../product/user-guide/using-logic/saving-loading-and-exporting-data.md	../saving-and-exporting-data/saving-loading-and-exporting-data.md	product/user-guide/using-logic/saving-loading-and-exporting-data
logic-software/capturing-data/automate-long-captures.md	content-ref	../sharing-your-machine-id.md	../../troubleshooting/diagnostic-tools/sharing-your-machine-id.md	getting-help/troubleshooting/sharing-your-machine-id
logic-software/capturing-data/capture-settings-configuration-guide.md	markdown	../../../product/user-guide/using-logic/capture-settings.md	./capture-settings.md	product/user-guide/using-logic/capture-settings
logic-software/capturing-data/capture-settings-configuration-guide.md	content-ref	../../../product/user-guide/using-logic/capture-settings.md	./capture-settings.md	product/user-guide/using-logic/capture-settings
logic-software/capturing-data/capture-settings.md	markdown	../supported-voltages.md	../../specifications-hardware/electrical-characteristics/supported-voltages.md	product/user-guide/supported-voltages
logic-software/capturing-data/capture-settings.md	markdown	saving-loading-and-exporting-data.md	../saving-and-exporting-data/saving-loading-and-exporting-data.md	product/user-guide/using-logic/saving-loading-and-exporting-data
logic-software/capturing-data/capture-settings.md	markdown	capture-modes.md	./capture-modes.md	product/user-guide/using-logic/capture-modes
logic-software/capturing-data/capture-settings.md	content-ref	../supported-voltages.md	../../specifications-hardware/electrical-characteristics/supported-voltages.md	product/user-guide/supported-voltages
logic-software/capturing-data/capture-settings.md	content-ref	saving-loading-and-exporting-data.md	../saving-and-exporting-data/saving-loading-and-exporting-data.md	product/user-guide/using-logic/saving-loading-and-exporting-data
logic-software/capturing-data/capture-settings.md	content-ref	capture-modes.md	./capture-modes.md	product/user-guide/using-logic/capture-modes
logic-software/capturing-data/connecting-accessories.md	markdown	../../../getting-help/community/community-created-accessories.md	../../community-contact/community-created-accessories.md	getting-help/community/community-created-accessories
logic-software/capturing-data/connecting-accessories.md	content-ref	../../../getting-help/community/community-created-accessories.md	../../community-contact/community-created-accessories.md	getting-help/community/community-created-accessories
logic-software/capturing-data/connecting-the-logic-hardware.md	markdown	../../../getting-help/troubleshooting/limitations-of-logic-pro-usb2.md	../../troubleshooting/device-connection-issues/limitations-of-logic-pro-usb2.md	getting-help/troubleshooting/limitations-of-logic-pro-usb2
logic-software/capturing-data/connecting-the-logic-hardware.md	content-ref	../../../getting-help/troubleshooting/limitations-of-logic-pro-usb2.md	../../troubleshooting/device-connection-issues/limitations-of-logic-pro-usb2.md	getting-help/troubleshooting/limitations-of-logic-pro-usb2
logic-software/capturing-data/suggestions-for-capturing-multiple-instances-of-a-triggered-event-automatically.md	markdown	how-long-can-i-record-data.md	./how-long-can-i-record-data.md	getting-help/troubleshooting/technical-faq/how-long-can-i-record-data
logic-software/capturing-data/suggestions-for-capturing-multiple-instances-of-a-triggered-event-automatically.md	markdown	../../../product/user-guide/using-logic/capture-modes.md	./capture-modes.md	product/user-guide/using-logic/capture-modes
logic-software/capturing-data/suggestions-for-capturing-multiple-instances-of-a-triggered-event-automatically.md	markdown	../../../product/user-guide/extensions-apis-and-sdks/saleae-api-and-sdk/automation.md	../../extensions-api/automation-api/automation.md	product/user-guide/extensions-apis-and-sdks/saleae-api-and-sdk/automation
logic-software/capturing-data/suggestions-for-capturing-multiple-instances-of-a-triggered-event-automatically.md	content-ref	how-long-can-i-record-data.md	./how-long-can-i-record-data.md	getting-help/troubleshooting/technical-faq/how-long-can-i-record-data
logic-software/capturing-data/suggestions-for-capturing-multiple-instances-of-a-triggered-event-automatically.md	content-ref	../../../product/user-guide/using-logic/capture-modes.md	./capture-modes.md	product/user-guide/using-logic/capture-modes
logic-software/capturing-data/suggestions-for-capturing-multiple-instances-of-a-triggered-event-automatically.md	content-ref	../../../product/user-guide/extensions-apis-and-sdks/saleae-api-and-sdk/automation.md	../../extensions-api/automation-api/automation.md	product/user-guide/extensions-apis-and-sdks/saleae-api-and-sdk/automation
logic-software/capturing-data/what-sample-rate-is-required.md	markdown	what-is-the-maximum-bandwidth.md	../../specifications-hardware/electrical-characteristics/what-is-the-maximum-bandwidth.md	getting-help/troubleshooting/technical-faq/what-is-the-maximum-bandwidth
logic-software/capturing-data/what-sample-rate-is-required.md	markdown	../../../product/user-guide/supported-voltages.md	../../specifications-hardware/electrical-characteristics/supported-voltages.md	product/user-guide/supported-voltages
logic-software/capturing-data/what-sample-rate-is-required.md	markdown	how-long-can-i-record-data.md	./how-long-can-i-record-data.md	getting-help/troubleshooting/technical-faq/how-long-can-i-record-data
logic-software/capturing-data/what-sample-rate-is-required.md	content-ref	what-is-the-maximum-bandwidth.md	../../specifications-hardware/electrical-characteristics/what-is-the-maximum-bandwidth.md	getting-help/troubleshooting/technical-faq/what-is-the-maximum-bandwidth
logic-software/capturing-data/what-sample-rate-is-required.md	content-ref	../../../product/user-guide/supported-voltages.md	../../specifications-hardware/electrical-characteristics/supported-voltages.md	product/user-guide/supported-voltages
logic-software/capturing-data/what-sample-rate-is-required.md	content-ref	how-long-can-i-record-data.md	./how-long-can-i-record-data.md	getting-help/troubleshooting/technical-faq/how-long-can-i-record-data
logic-software/download-and-installation/changelog.md	markdown	../../datasheets-and-specifications/logic-hardware-revisions.md	../../specifications-hardware/datasheets-and-compliance/logic-hardware-revisions.md	product/datasheets-and-specifications/logic-hardware-revisions
logic-software/download-and-installation/changelog.md	markdown	../../datasheets-and-specifications/logic-hardware-revisions.md	../../specifications-hardware/datasheets-and-compliance/logic-hardware-revisions.md	product/datasheets-and-specifications/logic-hardware-revisions
logic-software/download-and-installation/changelog.md	content-ref	../../datasheets-and-specifications/logic-hardware-revisions.md	../../specifications-hardware/datasheets-and-compliance/logic-hardware-revisions.md	product/datasheets-and-specifications/logic-hardware-revisions
logic-software/download-and-installation/changelog.md	content-ref	../../datasheets-and-specifications/logic-hardware-revisions.md	../../specifications-hardware/datasheets-and-compliance/logic-hardware-revisions.md	product/datasheets-and-specifications/logic-hardware-revisions
logic-software/download-and-installation/firmware-updates.md	markdown	sw-download.md	./sw-download.md	product/logic-software/sw-download
logic-software/download-and-installation/firmware-updates.md	content-ref	sw-download.md	./sw-download.md	product/logic-software/sw-download
logic-software/download-and-installation/logic-1.x-installation.md	markdown	../../datasheets-and-specifications/logic-hardware-revisions.md	../../specifications-hardware/datasheets-and-compliance/logic-hardware-revisions.md	product/datasheets-and-specifications/logic-hardware-revisions
logic-software/download-and-installation/logic-1.x-installation.md	markdown	older-software-releases.md	./older-software-releases.md	product/logic-software/legacy-software/older-software-releases
logic-software/download-and-installation/logic-1.x-installation.md	markdown	../../../getting-help/troubleshooting/linux-permission-requirements-for-logic-software.md	../../troubleshooting/platform-specific-issues/linux-permission-requirements-for-logic-software.md	getting-help/troubleshooting/linux-permission-requirements-for-logic-software
logic-software/download-and-installation/logic-1.x-installation.md	content-ref	../../datasheets-and-specifications/logic-hardware-revisions.md	../../specifications-hardware/datasheets-and-compliance/logic-hardware-revisions.md	product/datasheets-and-specifications/logic-hardware-revisions
logic-software/download-and-installation/logic-1.x-installation.md	content-ref	older-software-releases.md	./older-software-releases.md	product/logic-software/legacy-software/older-software-releases
logic-software/download-and-installation/logic-1.x-installation.md	content-ref	../../../getting-help/troubleshooting/linux-permission-requirements-for-logic-software.md	../../troubleshooting/platform-specific-issues/linux-permission-requirements-for-logic-software.md	getting-help/troubleshooting/linux-permission-requirements-for-logic-software
logic-software/download-and-installation/logic-1.x-user-guide.md	markdown	../../datasheets-and-specifications/logic-hardware-revisions.md	../../specifications-hardware/datasheets-and-compliance/logic-hardware-revisions.md	product/datasheets-and-specifications/logic-hardware-revisions
logic-software/download-and-installation/logic-1.x-user-guide.md	content-ref	../../datasheets-and-specifications/logic-hardware-revisions.md	../../specifications-hardware/datasheets-and-compliance/logic-hardware-revisions.md	product/datasheets-and-specifications/logic-hardware-revisions
logic-software/download-and-installation/older-software-releases.md	markdown	../../datasheets-and-specifications/logic-hardware-revisions.md	../../specifications-hardware/datasheets-and-compliance/logic-hardware-revisions.md	product/datasheets-and-specifications/logic-hardware-revisions
logic-software/download-and-installation/older-software-releases.md	markdown	../driver-install.md	./driver-install.md	product/logic-software/driver-install
logic-software/download-and-installation/older-software-releases.md	markdown	../../../getting-help/troubleshooting/error-function-device2-setupdevice.md	../../troubleshooting/device-connection-issues/error-function-device2-setupdevice.md	getting-help/troubleshooting/error-function-device2-setupdevice
logic-software/download-and-installation/older-software-releases.md	markdown	../../../getting-help/troubleshooting/unsupported-version.md	../../troubleshooting/software-crashes-and-errors/unsupported-version.md	getting-help/troubleshooting/unsupported-version
logic-software/download-and-installation/older-software-releases.md	content-ref	../../datasheets-and-specifications/logic-hardware-revisions.md	../../specifications-hardware/datasheets-and-compliance/logic-hardware-revisions.md	product/datasheets-and-specifications/logic-hardware-revisions
logic-software/download-and-installation/older-software-releases.md	content-ref	../driver-install.md	./driver-install.md	product/logic-software/driver-install
logic-software/download-and-installation/older-software-releases.md	content-ref	../../../getting-help/troubleshooting/error-function-device2-setupdevice.md	../../troubleshooting/device-connection-issues/error-function-device2-setupdevice.md	getting-help/troubleshooting/error-function-device2-setupdevice
logic-software/download-and-installation/older-software-releases.md	content-ref	../../../getting-help/troubleshooting/unsupported-version.md	../../troubleshooting/software-crashes-and-errors/unsupported-version.md	getting-help/troubleshooting/unsupported-version
logic-software/download-and-installation/running-multiple-versions-of-the-software.md	markdown	../../../product/logic-software/sw-download.md	./sw-download.md	product/logic-software/sw-download
logic-software/download-and-installation/running-multiple-versions-of-the-software.md	markdown	../../../product/logic-software/legacy-software/older-software-releases.md	./older-software-releases.md	product/logic-software/legacy-software/older-software-releases
logic-software/download-and-installation/running-multiple-versions-of-the-software.md	content-ref	../../../product/logic-software/sw-download.md	./sw-download.md	product/logic-software/sw-download
logic-software/download-and-installation/running-multiple-versions-of-the-software.md	content-ref	../../../product/logic-software/legacy-software/older-software-releases.md	./older-software-releases.md	product/logic-software/legacy-software/older-software-releases
logic-software/download-and-installation/standalone-software-info.md	markdown	../../../product/logic-software/legacy-software/older-software-releases.md	./older-software-releases.md	product/logic-software/legacy-software/older-software-releases
logic-software/download-and-installation/standalone-software-info.md	content-ref	../../../product/logic-software/legacy-software/older-software-releases.md	./older-software-releases.md	product/logic-software/legacy-software/older-software-releases
logic-software/download-and-installation/sw-download.md	markdown	sw-installation.md	./sw-installation.md	product/logic-software/sw-installation
logic-software/download-and-installation/sw-download.md	markdown	driver-install.md	./driver-install.md	product/logic-software/driver-install
logic-software/download-and-installation/sw-download.md	content-ref	sw-installation.md	./sw-installation.md	product/logic-software/sw-installation
logic-software/download-and-installation/sw-download.md	content-ref	driver-install.md	./driver-install.md	product/logic-software/driver-install
logic-software/download-and-installation/sw-installation.md	markdown	supported-operating-systems.md	./supported-operating-systems.md	product/logic-software/supported-operating-systems
logic-software/download-and-installation/sw-installation.md	markdown	../../getting-help/troubleshooting/will-not-install.md	../../troubleshooting/installation-and-launch-issues/will-not-install.md	getting-help/troubleshooting/will-not-install
logic-software/download-and-installation/sw-installation.md	content-ref	supported-operating-systems.md	./supported-operating-systems.md	product/logic-software/supported-operating-systems
logic-software/download-and-installation/sw-installation.md	content-ref	../../getting-help/troubleshooting/will-not-install.md	../../troubleshooting/installation-and-launch-issues/will-not-install.md	getting-help/troubleshooting/will-not-install
logic-software/download-and-installation/which-version-of-the-software-should-i-use.md	markdown	../../../product/logic-software/sw-download.md	./sw-download.md	product/logic-software/sw-download
logic-software/download-and-installation/which-version-of-the-software-should-i-use.md	markdown	../../../product/logic-software/legacy-software/older-software-releases.md	./older-software-releases.md	product/logic-software/legacy-software/older-software-releases
logic-software/download-and-installation/which-version-of-the-software-should-i-use.md	content-ref	../../../product/logic-software/sw-download.md	./sw-download.md	product/logic-software/sw-download
logic-software/download-and-installation/which-version-of-the-software-should-i-use.md	content-ref	../../../product/logic-software/legacy-software/older-software-releases.md	./older-software-releases.md	product/logic-software/legacy-software/older-software-releases
logic-software/saving-and-exporting-data/binary-and-csv-export-formats-2025-update.md	markdown	binary-export-format-logic-2.md "mention"	./binary-export-format-logic-2.md "mention"	getting-help/troubleshooting/technical-faq/binary-export-format-logic-2
logic-software/saving-and-exporting-data/binary-data-export-format.md	markdown	data-export-format-analog-binary.md	./data-export-format-analog-binary.md	getting-help/troubleshooting/technical-faq/data-export-format-analog-binary
logic-software/saving-and-exporting-data/binary-data-export-format.md	content-ref	data-export-format-analog-binary.md	./data-export-format-analog-binary.md	getting-help/troubleshooting/technical-faq/data-export-format-analog-binary
logic-software/saving-and-exporting-data/binary-export-format-logic-2.md	markdown	binary-and-csv-export-formats-2025-update.md "mention"	./binary-and-csv-export-formats-2025-update.md "mention"	getting-help/troubleshooting/technical-faq/binary-and-csv-export-formats-2025-update
logic-software/saving-and-exporting-data/binary-export-format-logic-2.md	markdown	../../../product/user-guide/using-logic/exporting-data.md	./exporting-data.md	product/user-guide/using-logic/exporting-data
logic-software/saving-and-exporting-data/binary-export-format-logic-2.md	markdown	sal-file-format.md	./sal-file-format.md	getting-help/troubleshooting/technical-faq/sal-file-format
logic-software/saving-and-exporting-data/binary-export-format-logic-2.md	markdown	binary-data-export-format.md	./binary-data-export-format.md	getting-help/troubleshooting/technical-faq/binary-data-export-format
logic-software/saving-and-exporting-data/binary-export-format-logic-2.md	markdown	data-export-format-analog-binary.md	./data-export-format-analog-binary.md	getting-help/troubleshooting/technical-faq/data-export-format-analog-binary
logic-software/saving-and-exporting-data/binary-export-format-logic-2.md	content-ref	../../../product/user-guide/using-logic/exporting-data.md	./exporting-data.md	product/user-guide/using-logic/exporting-data
logic-software/saving-and-exporting-data/binary-export-format-logic-2.md	content-ref	sal-file-format.md	./sal-file-format.md	getting-help/troubleshooting/technical-faq/sal-file-format
logic-software/saving-and-exporting-data/binary-export-format-logic-2.md	content-ref	binary-data-export-format.md	./binary-data-export-format.md	getting-help/troubleshooting/technical-faq/binary-data-export-format
logic-software/saving-and-exporting-data/binary-export-format-logic-2.md	content-ref	data-export-format-analog-binary.md	./data-export-format-analog-binary.md	getting-help/troubleshooting/technical-faq/data-export-format-analog-binary
logic-software/saving-and-exporting-data/can-i-create-or-edit-logicdata-files.md	markdown	../../../product/user-guide/using-logic/saving-loading-and-exporting-data.md	./saving-loading-and-exporting-data.md	product/user-guide/using-logic/saving-loading-and-exporting-data
logic-software/saving-and-exporting-data/can-i-create-or-edit-logicdata-files.md	content-ref	../../../product/user-guide/using-logic/saving-loading-and-exporting-data.md	./saving-loading-and-exporting-data.md	product/user-guide/using-logic/saving-loading-and-exporting-data
logic-software/saving-and-exporting-data/can-i-share-data-captures.md	markdown	open-logicdata-files.md	./open-logicdata-files.md	getting-help/troubleshooting/technical-faq/open-logicdata-files
logic-software/saving-and-exporting-data/can-i-share-data-captures.md	content-ref	open-logicdata-files.md	./open-logicdata-files.md	getting-help/troubleshooting/technical-faq/open-logicdata-files
